"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","94"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/Colour_Palette_Mat.Colour_Palette_Mat","0","0","54","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","33","1","0.000000","0","66"
"/Game/Elliott_MainAreaLevel/VFX/Element_Mats_Text/M_IceShot.M_IceShot","0","0","101","1","0.000000","0","0"
"/Game/Cianan/Materials/BloodGrass.BloodGrass","0","0","24","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/VFX/Element_Mats_Text/M_Totem.M_Totem","0","0","84","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/VFX/Element_Mats_Text/M_ParticleFire.M_ParticleFire","0","0","84","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/Water/M_Water.M_Water","0","0","38","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/VFX/Element_Mats_Text/M_FireShot.M_FireShot","0","0","101","1","0.000000","0","0"
"/Game/FirstPerson/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","76","1","0.000000","0","76"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","76","1","0.000000","0","76"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","32"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","84"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","21"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","42"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","112"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","36"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","42"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","21"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","21"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","2"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","2"
"/Game/Cianan/Materials/DarkRocks.DarkRocks","0","0","12","1","0.000000","0","0"
"/Game/Rofik/Default_Material.Default_Material","0","0","24","1","0.000000","0","0"
"/Game/Rofik/Foliage_Ice.Foliage_Ice","0","0","24","1","0.000000","0","0"
"/Game/Rofik/Landscape_Material/Snow_Advanced.Snow_Advanced","0","0","51","1","0.000000","0","0"
"/Game/Rofik/Snow_Overlap.Snow_Overlap","0","0","28","1","0.000000","0","0"
"/Game/Rofik/Landscape_Material/Ice_Landscape.Ice_Landscape","0","0","68","3","0.000000","0","0"
"/Game/Rofik/Landscape_Material/Dark_Ice.Dark_Ice","0","0","24","1","0.000000","0","0"
"/Game/Rofik/Ice_Mountain.Ice_Mountain","0","0","12","1","0.000000","0","0"
"/Game/Rofik/Ice_Dark_Mountain.Ice_Dark_Mountain","0","0","12","1","0.000000","0","0"
"/Game/Rofik/Vine_Ice.Vine_Ice","0","0","12","1","0.000000","0","0"
"/Game/Rofik/Landscape_Material/Base_Ice.Base_Ice","0","0","24","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/VFX/M_Cloud.M_Cloud","0","0","56","1","0.000000","0","0"
"/Game/Characters/LumM4.LumM4","0","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/Characters/pasted__lambert4.pasted__lambert4","0","0","24","1","0.000000","0","0"
"/Game/Characters/pasted__lambert3.pasted__lambert3","0","0","24","1","0.000000","0","0"
"/Game/Characters/lambert4.lambert4","0","0","24","1","0.000000","0","0"
"/Game/Characters/lambert3.lambert3","0","0","24","1","0.000000","0","0"
"/Game/Characters/LumM5.LumM5","0","0","24","1","0.000000","0","0"
"/Game/Characters/LumWingM1.LumWingM1","0","0","56","1","0.000000","0","0"
"/Game/Characters/LumM3.LumM3","0","0","24","1","0.000000","0","0"
"/Game/Characters/LumM2.LumM2","0","0","24","1","0.000000","0","0"
"/Game/Characters/LumM1.LumM1","0","0","24","1","0.000000","0","0"
"/Game/Cianan/Materials/GlowingWall.GlowingWall","0","0","36","1","0.000000","0","0"
"/Game/Cianan/Materials/Fog.Fog","0","0","28","1","0.000000","0","0"
"/Game/Cianan/Assets/lambert2.lambert2","0","0","12","1","0.000000","0","0"
"/Game/Cianan/Materials/lambert3SG.lambert3SG","0","0","12","1","0.000000","0","0"
"/Game/Cianan/Assets/lambert1.lambert1","0","0","12","1","0.000000","0","0"
"/Game/Cianan/Materials/Landscape_M.Landscape_M","0","0","96","4","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/Landscape_Info/M_Landscape.M_Landscape","0","0","68","3","0.000000","0","0"
"/Game/Assets/Assets_With_Texture/lambert2.lambert2","0","0","18","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/ThrowAwayTextures/Bush.Bush","0","0","12","1","0.000000","0","0"
"/Game/Assets/Default_Material.Default_Material","0","0","24","1","0.000000","0","0"
"/Game/Cianan/Materials/M_Lava.M_Lava","0","0","38","1","0.000000","0","0"
"/Game/Cianan/Materials/Landscape_M2.Landscape_M2","0","0","124","5","0.000000","0","0"
"/Game/Cianan/Materials/Lum_M.Lum_M","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","32"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","32"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","24"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","30"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","12"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","12"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","21"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","48","1","0.000000","0","48"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","21"
"/Game/Rofik/Landscape_Material/Snow.Snow","0","0","51","1","0.000000","0","0"
"/Game/Rofik/M_Water.M_Water","0","0","38","1","0.000000","0","0"
"/Game/Rofik/M_Cloud_Ice.M_Cloud_Ice","0","0","56","1","0.000000","0","0"
"/Game/Natalie/defaultMat.defaultMat","0","0","12","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/VFX/GlowingWall.GlowingWall","0","0","36","1","0.000000","0","36"
"/Game/Elliott_MainAreaLevel/ThrowAwayTextures/Wood.Wood","0","0","12","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/ThrowAwayTextures/Water.Water","0","0","12","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/ThrowAwayTextures/TopOfWall.TopOfWall","0","0","12","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/ThrowAwayTextures/Human_Scale_Mesh001Mat.Human_Scale_Mesh001Mat","0","0","12","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/ThrowAwayTextures/House.House","0","0","12","1","0.000000","0","0"
"/Game/Elliott_MainAreaLevel/ThrowAwayTextures/BottomOfWall.BottomOfWall","0","0","12","1","0.000000","0","0"
"/Game/Cianan/Materials/Rock_M.Rock_M","0","0","12","1","0.000000","0","0"
"/Game/Cianan/Materials/lambert2SG.lambert2SG","0","0","12","1","0.000000","0","0"
"/Game/Cianan/Materials/initialShadingGroup.initialShadingGroup","0","0","12","1","0.000000","0","0"
"/Game/Cianan/Materials/Grass_M.Grass_M","0","0","12","1","0.000000","0","0"
"/Game/Cianan/Materials/Fog1.Fog1","0","0","28","1","0.000000","0","0"
"/Game/Cianan/Assets/lambert3.lambert3","0","0","12","1","0.000000","0","0"
"/Game/Cianan/Assets/lambert2SG1.lambert2SG1","0","0","12","1","0.000000","0","0"
"/Game/Cianan/Assets/lambert2SG.lambert2SG","0","0","12","1","0.000000","0","0"
"/Game/Assets/Assets_With_Texture/Material__29.Material__29","0","0","12","1","0.000000","0","0"
"/Game/Assets/Assets_With_Texture/Material__28.Material__28","0","0","12","1","0.000000","0","0"
"/Game/Assets/Assets_With_Texture/Material__27.Material__27","0","0","12","1","0.000000","0","0"
"/Game/Assets/Assets_With_Texture/Material__26.Material__26","0","0","12","1","0.000000","0","0"
"/Game/Assets/Assets_With_Texture/Material__25.Material__25","0","0","12","1","0.000000","0","0"
"/Game/Assets/Box081Mat.Box081Mat","0","0","12","1","0.000000","0","0"
